Compound,mp-id,log10_melt_temp_K,delta_T_vegard,melt_temp_K,melt_temp_C,coh_en,bulk_m,shear_m,form_e_per_atom,e_per_atom,density,%ic,M_ave,M_aveX,M_sd,M_sdX,M_harm,M_harmX,M_geo,M_geoX,M_quad,M_quadX,radius_ave,radius_aveX,radius_sd,radius_sdX,radius_harm,radius_harmX,radius_geo,radius_geoX,radius_quad,radius_quadX,atomic_num_ave,atomic_num_aveX,atomic_num_sd,atomic_num_sdX,atomic_num_harm,atomic_num_harmX,atomic_num_geo,atomic_num_geoX,atomic_num_quad,atomic_num_quadX,row_ave,row_aveX,row_sd,row_sdX,row_harm,row_harmX,row_geo,row_geoX,row_quad,row_quadX,group_ave,group_aveX,group_sd,group_sdX,group_harm,group_harmX,group_geo,group_geoX,group_quad,group_quadX,electro_ave,electro_aveX,electro_sd,electro_sdX,electro_harm,electro_harmX,electro_geo,electro_geoX,electro_quad,electro_quadX,vol_ave,vol_aveX,vol_sd,vol_sdX,vol_harm,vol_harmX,vol_geo,vol_geoX,vol_quad,vol_quadX,melt_temp_ave,melt_temp_aveX,melt_temp_sd,melt_temp_sdX,melt_temp_harm,melt_temp_harmX,melt_temp_geo,melt_temp_geoX,melt_temp_quad,melt_temp_quadX,compound_type
ScB2,mp-2252,3.40194307,352.4833333,2523.15,2250.0,6.56595908,181.5561528,148.6920838,-0.838838981,-7.40258911,3.660544064,10.91685154,27.883456,22.19263733,17.072456,7.777970667,17.43034883,14.47591555,22.0458242,17.3849261,32.69489062,27.41526014,1.225,1.1,0.375,0.033333333,1.110204082,1.007407407,1.166190379,1.049508462,1.281112798,1.155422001,13.0,10.33333333,8.0,3.666666667,8.076923077,6.70212766,10.24695077,8.06714323,15.26433752,12.79322737,3.0,2.666666667,1.0,0.0,2.666666667,2.4,2.828427125,2.5198421,3.16227766,2.828427125,8.0,9.666666667,5.0,7.666666667,4.875,6.157894737,6.244997998,7.973873099,9.433981132,10.75484387,1.7,1.813333333,0.34,0.906666667,1.632,1.748571429,1.665653025,1.782104148,1.733666635,1.841448705,9.695,7.926666667,5.305,2.073333333,6.792160908,5.744402443,8.114801291,6.612110455,11.051518,9.372729947,2081.5,2170.666667,267.5,961.3333333,2047.122748,2138.741509,2064.239812,2155.101713,2098.618236,2185.26871,bor
Si3N4,mp-988,3.337089704,1414.121429,2173.15,1900.0,6.049784238,158.8198592,101.971684,-1.313574679,-8.182154781,3.134176827,27.740039,21.0461,20.04047143,7.0394,4.032814286,18.69159478,17.83919894,19.83393992,18.87239912,22.19214901,21.21702992,0.875,0.842857143,0.225,0.1,0.817142857,0.788188976,0.845576726,0.814391194,0.90346555,0.871779789,10.5,10.0,3.5,2.0,9.333333333,8.909090909,9.899494937,9.421301348,11.06797181,10.58300524,2.5,2.428571429,0.5,0.142857143,2.4,2.333333333,2.449489743,2.379565579,2.549509757,2.478478796,14.5,14.57142857,0.5,2.571428571,14.48275862,14.55445545,14.49137675,14.56296741,14.50861813,14.57982951,2.47,2.551428571,0.57,0.922857143,2.338461538,2.418181818,2.403331022,2.485384531,2.534916172,2.613055136,12.8,12.90571429,0.74,2.568571429,12.75721875,12.86345712,12.77859147,12.88468475,12.82137278,12.92648002,875.025,759.0285714,811.975,686.9714286,121.5569269,107.3290112,326.1370111,257.8937407,1193.721974,1105.428696,mix
SiS2,mp-1602,3.135180373,543.91,1365.15,1092.0,4.814993253,32.07923351,18.21425728,-1.118893917,-5.24201738,1.61508965,10.91685154,30.07525,30.7385,1.98975,12.01483333,29.94361003,30.618848,30.00935783,30.67949567,30.14099812,30.79569104,1.05,1.033333333,0.05,0.3,1.047619048,1.03125,1.048808848,1.032280115,1.051189802,1.034408043,15.0,15.33333333,1.0,6.0,14.93333333,15.27272727,14.96662955,15.30344946,15.03329638,15.3622915,3.0,3.0,0.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,15.0,15.33333333,1.0,6.0,14.93333333,15.27272727,14.96662955,15.30344946,15.03329638,15.3622915,2.24,2.353333333,0.34,1.086666667,2.188392857,2.305015674,2.21404607,2.329866325,2.265656638,2.375064911,13.795,14.37333333,1.735,6.333333333,13.57678869,14.1708802,13.68545944,14.27458222,13.90367757,14.46611443,1037.68,821.24,649.32,303.4266667,631.3731786,522.4087966,809.421596,633.667387,1224.089966,1024.307242,mix
Sm2S3,mp-1403,3.299539984,1222.134,1993.15,1720.0,6.213505576,94.59769827,43.8681803,-2.463934031,-6.434800942,5.722566655,39.16622248,91.2125,79.383,59.1475,40.905,52.85781444,46.78959453,69.43553413,59.4937951,108.7113008,98.28606399,1.425,1.34,0.425,0.14,1.298245614,1.225165563,1.360147051,1.278994543,1.487027236,1.403210604,39.0,34.4,23.0,15.2,25.43589744,22.75229358,31.4960315,27.5060777,45.27692569,41.12420212,5.5,5.0,2.5,1.4,4.363636364,4.0,4.898979486,4.44128607,6.041522987,5.567764363,12.0,12.8,4.0,6.4,10.66666667,11.42857143,11.3137085,12.12573253,12.64911064,13.38656042,1.875,2.016,0.705,1.08,1.60992,1.74083045,1.737411868,1.88038236,2.003160004,2.131056076,17.755,17.31,2.225,1.326,17.47617009,17.04886813,17.61503335,17.17675286,17.89387186,17.44673895,866.68,771.016,478.32,304.984,602.6955739,542.7832459,722.7338376,638.307003,989.9112308,902.2771713,chalc
SnI2,mp-27194,2.773164535,166.89,593.15,320.0,2.439870048,16.57357737,7.401869502,-0.497819988,-2.844591024,4.96952879,11.52940951,122.807235,124.17298,4.097235,45.03298,122.6705384,124.0501054,122.7388677,124.111983,122.8755643,124.2330513,1.425,1.416666667,0.025,0.45,1.424561404,1.41627907,1.424780685,1.416472099,1.425219281,1.416862732,51.5,52.0,1.5,18.66666667,51.45631068,51.96078431,51.4781507,51.98051538,51.52184003,52.01922721,5.0,5.0,0.0,1.666666667,5.0,5.0,5.0,5.0,5.0,5.0,15.5,16.0,1.5,6.666666667,15.35483871,15.86666667,15.42724862,15.93462911,15.5724115,16.0623784,2.31,2.426666667,0.35,1.12,2.256969697,2.377021277,2.2833309,2.402553763,2.336364698,2.448999796,21.005,22.57666667,4.715,11.71666667,19.94662223,21.55980103,20.46897164,22.08789543,21.52768566,23.01014921,445.965,426.26,59.115,89.54,438.1289967,419.5894045,442.0296348,422.8131229,449.8659405,429.8882224,hal
SnO,mp-2097,3.131345942,1073.21,1353.15,1080.0,4.931364375,77.79709358,26.72933916,-1.645986556,-5.76496678,5.942455351,42.16638471,67.3547,67.3547,51.3553,51.3553,28.19831094,28.19831094,43.58083035,43.58083035,84.69960124,84.69960124,1.025,1.025,0.425,0.425,0.848780488,0.848780488,0.932737905,0.932737905,1.109617051,1.109617051,29.0,29.0,21.0,21.0,13.79310345,13.79310345,20.0,20.0,35.80502758,35.80502758,3.5,3.5,1.5,1.5,2.857142857,2.857142857,3.16227766,3.16227766,3.807886553,3.807886553,15.0,15.0,1.0,1.0,14.93333333,14.93333333,14.96662955,14.96662955,15.03329638,15.03329638,2.7,2.7,0.74,0.74,2.497185185,2.497185185,2.596613179,2.596613179,2.799571396,2.799571396,16.825,16.825,0.535,0.535,16.80798811,16.80798811,16.81649191,16.81649191,16.83350379,16.83350379,279.94,279.94,225.14,225.14,98.87255841,98.87255841,166.3682181,166.3682181,359.2414553,359.2414553,ox
SnS,mp-2231,3.061885803,706.43,1153.15,880.0,3.979024598,42.9320428,20.41684394,-0.778040504,-4.510682928,4.900134264,9.162682579,75.3875,75.3875,43.3225,43.3225,50.49160869,50.49160869,61.69632201,61.69632201,86.94891697,86.94891697,1.225,1.225,0.225,0.225,1.183673469,1.183673469,1.204159458,1.204159458,1.245491871,1.245491871,33.0,33.0,17.0,17.0,24.24242424,24.24242424,28.28427125,28.28427125,37.12142239,37.12142239,4.0,4.0,1.0,1.0,3.75,3.75,3.872983346,3.872983346,4.123105626,4.123105626,15.0,15.0,1.0,1.0,14.93333333,14.93333333,14.96662955,14.96662955,15.03329638,15.03329638,2.27,2.27,0.31,0.31,2.227665198,2.227665198,2.248732977,2.248732977,2.291069619,2.291069619,15.91,15.91,0.38,0.38,15.90092395,15.90092395,15.90546133,15.90546133,15.91453738,15.91453738,446.72,446.72,58.36,58.36,439.0957844,439.0957844,442.8914865,442.8914865,450.5159797,450.5159797,chalc
SnSe,mp-2693,3.054670497,634.61,1134.15,861.0,3.380017585,37.8078905,17.82158338,-0.438550646,-4.182653875,5.884042574,8.334582101,98.835,98.835,19.875,19.875,94.83828199,94.83828199,96.81601934,96.81601934,100.8135549,100.8135549,1.3,1.3,0.15,0.15,1.282692308,1.282692308,1.291317157,1.291317157,1.308625233,1.308625233,42.0,42.0,8.0,8.0,40.47619048,40.47619048,41.23105626,41.23105626,42.75511665,42.75511665,4.5,4.5,0.5,0.5,4.444444444,4.444444444,4.472135955,4.472135955,4.527692569,4.527692569,15.0,15.0,1.0,1.0,14.93333333,14.93333333,14.96662955,14.96662955,15.03329638,15.03329638,2.255,2.255,0.295,0.295,2.216407982,2.216407982,2.235620719,2.235620719,2.27421415,2.27421415,16.355,16.355,0.065,0.065,16.35474167,16.35474167,16.35487083,16.35487083,16.35512916,16.35512916,499.54,499.54,5.54,5.54,499.4785603,499.4785603,499.5092792,499.5092792,499.5707189,499.5707189,chalc
SnSe2,mp-665,2.965272274,425.4566667,923.15,650.0,3.21470425,29.46546,14.62971278,-0.344828302,-4.006200947,5.120499117,8.334582101,98.835,92.21,19.875,13.07,94.83828199,88.88053859,96.81601934,90.45526732,100.8135549,94.09468157,1.3,1.25,0.15,0.283333333,1.282692308,1.235185185,1.291317157,1.242380313,1.308625233,1.257974563,42.0,39.33333333,8.0,6.0,40.47619048,38.05970149,41.23105626,38.66422233,42.75511665,40.04996879,4.5,4.333333333,0.5,1.0,4.444444444,4.285714286,4.472135955,4.30886938,4.527692569,4.358898944,15.0,15.33333333,1.0,6.0,14.93333333,15.27272727,14.96662955,15.30344946,15.03329638,15.3622915,2.255,2.353333333,0.295,1.046666667,2.216407982,2.317465224,2.235620719,2.335852834,2.27421415,2.369711656,16.355,16.37666667,0.065,5.516666667,16.35474167,16.37643673,16.35487083,16.3765518,16.35512916,16.37678133,499.54,497.6933333,5.54,160.9733333,499.4785603,497.6389214,499.5092792,497.6660596,499.5707189,497.7207404,chalc
SnTe,mp-1883,3.026594544,449.28,1063.15,790.0,3.11612974,31.12293984,16.87659895,-0.294800235,-3.86259819,6.19081033,0.488801458,123.155,123.155,4.445,4.445,122.9945678,122.9945678,123.0747578,123.0747578,123.23519,123.23519,1.425,1.425,0.025,0.025,1.424561404,1.424561404,1.424780685,1.424780685,1.425219281,1.425219281,51.0,51.0,1.0,1.0,50.98039216,50.98039216,50.99019514,50.99019514,51.00980298,51.00980298,5.0,5.0,0.0,0.0,5.0,5.0,5.0,5.0,5.0,5.0,15.0,15.0,1.0,1.0,14.93333333,14.93333333,14.96662955,14.96662955,15.03329638,15.03329638,2.03,2.03,0.07,0.07,2.027586207,2.027586207,2.028792744,2.028792744,2.031206538,2.031206538,18.375,18.375,2.085,2.085,18.13841633,18.13841633,18.25632493,18.25632493,18.49291351,18.49291351,613.87,613.87,108.79,108.79,594.5902435,594.5902435,604.1532196,604.1532196,623.4353543,623.4353543,chalc
Sr3N2,mp-986716,3.16824697,817.93,1473.15,1200.0,3.568947639,43.1320323,19.04301001,-0.659771232,-4.854448859,4.100238627,66.44636558,50.81335,58.17468,36.80665,46.96932,24.15245313,28.24418874,35.03237152,42.08199109,62.74333449,68.445845,1.325,1.46,0.675,0.94,0.981132076,1.092436975,1.140175425,1.27580218,1.487027236,1.602810032,22.5,25.6,15.5,20.0,11.82222222,13.71134021,16.30950643,19.31565207,27.32215218,29.76575213,3.5,3.8,1.5,2.2,2.857142857,3.125,3.16227766,3.465724216,3.807886553,4.074309757,8.5,7.2,6.5,4.8,3.529411765,3.06122449,5.477225575,4.477694927,10.70046728,9.612491873,1.995,1.786,1.045,0.646,1.447619048,1.310344828,1.699411663,1.512807248,2.252121222,2.058674331,23.74,25.78,10.2,14.948,19.35752317,21.17730876,21.43706137,23.50036288,25.83849067,27.64935442,556.525,655.22,493.475,604.78,118.9569202,144.6006159,257.2984648,340.8690858,743.7994698,814.3034576,nitr_gr
SrH2,mp-23714,3.121609081,963.81,1323.15,1050.0,2.591684004,39.64626916,17.33532124,-0.635288126,-3.358272984,3.317781041,32.33661538,44.31397,29.87862667,43.30603,28.53470667,1.992953978,1.503263575,9.397643471,4.465028171,61.96079544,50.59412445,1.125,0.833333333,0.875,0.5,0.444444444,0.352941177,0.707106781,0.5,1.425219281,1.17260394,19.5,13.33333333,18.5,12.0,1.948717949,1.480519481,6.164414003,3.361975407,26.87936011,21.9544984,3.0,2.333333333,2.0,1.0,1.666666667,1.363636364,2.236067977,1.709975947,3.605551275,3.0,1.5,1.333333333,0.5,0.0,1.333333333,1.2,1.414213562,1.25992105,1.58113883,1.414213562,1.575,1.783333333,0.625,1.15,1.326984127,1.529268293,1.445683229,1.662862434,1.69447632,1.878163997,22.68,18.92666667,11.26,3.7,17.08971781,14.66310719,19.68742746,16.41904962,25.32133488,21.70066358,532.005,359.34,517.995,340.66,27.65105591,20.87572906,121.2868501,59.06839765,742.5282083,606.3256991,hyd
SrS,mp-1087,3.357010035,1555.97,2275.15,2002.0,4.908896495,42.71873354,27.23530011,-2.47529723,-5.05653279,3.566052108,48.53277558,59.8425,59.8425,27.7775,27.7775,46.94882901,46.94882901,53.00504976,53.00504976,65.97510373,65.97510373,1.5,1.5,0.5,0.5,1.333333333,1.333333333,1.414213562,1.414213562,1.58113883,1.58113883,27.0,27.0,11.0,11.0,22.51851852,22.51851852,24.65765601,24.65765601,29.15475947,29.15475947,4.0,4.0,1.0,1.0,3.75,3.75,3.872983346,3.872983346,4.123105626,4.123105626,9.0,9.0,7.0,7.0,3.555555556,3.555555556,5.656854249,5.656854249,11.40175425,11.40175425,1.765,1.765,0.815,0.815,1.388668555,1.388668555,1.56556699,1.56556699,1.94408076,1.94408076,24.735,24.735,9.205,9.205,21.30940772,21.30940772,22.95840151,22.95840151,26.39227633,26.39227633,719.18,719.18,330.82,330.82,567.004088,567.004088,638.574976,638.574976,791.6196971,791.6196971,chalc
SrSe,mp-2758,3.272572557,1101.15,1873.15,1600.0,4.2364029,37.63894479,22.57014129,-2.06232079,-4.655017155,4.41686713,47.2707576,83.29,83.29,4.33,4.33,83.06489615,83.06489615,83.17737192,83.17737192,83.40247598,83.40247598,1.575,1.575,0.425,0.425,1.46031746,1.46031746,1.516575089,1.516575089,1.63133381,1.63133381,36.0,36.0,2.0,2.0,35.88888889,35.88888889,35.94440151,35.94440151,36.05551275,36.05551275,4.5,4.5,0.5,0.5,4.444444444,4.444444444,4.472135955,4.472135955,4.527692569,4.527692569,9.0,9.0,7.0,7.0,3.555555556,3.555555556,5.656854249,5.656854249,11.40175425,11.40175425,1.75,1.75,0.8,0.8,1.384285714,1.384285714,1.556438242,1.556438242,1.92418814,1.92418814,25.18,25.18,8.76,8.76,22.13243844,22.13243844,23.60709215,23.60709215,26.66027007,26.66027007,772.0,772.0,278.0,278.0,671.8911917,671.8911917,720.2083032,720.2083032,820.5290976,820.5290976,chalc
SrSi2,mp-1727,3.137717981,-101.5166667,1373.15,1100.0,3.972012307,52.61888938,37.51944739,-0.366961252,-4.54571544,3.472602102,20.19826979,57.85275,47.93033333,29.76725,10.483,42.5364656,36.30904402,49.60697038,41.03828371,65.0617388,55.54234127,1.55,1.4,0.45,0.066666667,1.419354839,1.294117647,1.483239697,1.342574689,1.614001239,1.462873884,26.0,22.0,12.0,3.333333333,20.46153846,17.73333333,23.06512519,19.52899478,28.63564213,24.73863375,4.0,3.666666667,1.0,0.333333333,3.75,3.461538462,3.872983346,3.556893304,4.123105626,3.785938897,8.0,10.0,6.0,8.666666667,3.5,4.666666667,5.291502622,7.31861142,10.0,11.48912529,1.425,1.583333333,0.475,0.95,1.266666667,1.425,1.343502884,1.508030999,1.502081889,1.645448267,23.0,19.35333333,10.94,3.273333333,17.79636522,15.36088566,20.23156939,17.02689605,25.46926776,21.93027436,1368.5,1474.666667,318.5,774.6666667,1294.373402,1403.23475,1330.920734,1440.366973,1405.074553,1504.929456,carb_gr
Ta2C,mp-7088,3.556320596,140.15,3600.15,3327.0,8.87508814,273.125407,157.7482113,-0.597663717,-11.57843851,14.76867144,24.0902461,96.47929,124.6354867,84.46859,116.6283533,22.52618881,31.80931361,46.61878058,73.2641934,128.2310263,147.9059695,1.075,1.2,0.375,0.733333333,0.944186047,1.068421053,1.007472084,1.137482389,1.138529754,1.2509996,39.5,50.66666667,33.5,46.66666667,11.08860759,15.45882353,20.92844954,31.73942029,51.79285665,59.70482951,4.0,4.666666667,2.0,3.333333333,3.0,3.6,3.464101615,4.160167646,4.472135955,5.033222957,9.5,8.0,4.5,1.333333333,7.368421053,6.363636364,8.366600265,7.047298732,10.51189802,9.055385138,2.025,1.85,0.525,0.15,1.888888889,1.738636364,1.955760722,1.790224788,2.091948852,1.9150718,8.07,8.996666667,2.78,5.47,7.112329616,8.034974335,7.576047782,8.539616797,8.53541446,9.370683006,3545.0,3460.0,255.0,926.6666667,3526.657264,3444.077135,3535.816737,3451.902053,3554.159535,3468.342544,carb_gr
TaB,mp-1097,3.528935973,560.65,3380.15,3107.0,8.234642885,288.5218098,184.9052353,-0.812871009,-10.08145497,13.98092219,7.030620524,95.87944,95.87944,85.06844,85.06844,20.40299287,20.40299287,44.22926102,44.22926102,128.1776365,128.1776365,1.15,1.15,0.3,0.3,1.07173913,1.07173913,1.110180166,1.110180166,1.188486432,1.188486432,39.0,39.0,34.0,34.0,9.358974359,9.358974359,19.10497317,19.10497317,51.73973328,51.73973328,4.0,4.0,2.0,2.0,3.0,3.0,3.464101615,3.464101615,4.472135955,4.472135955,9.0,9.0,4.0,4.0,7.222222222,7.222222222,8.062257748,8.062257748,9.848857802,9.848857802,1.77,1.77,0.27,0.27,1.728813559,1.728813559,1.749285568,1.749285568,1.790474797,1.790474797,7.62,7.62,3.23,3.23,6.250853018,6.250853018,6.901557795,6.901557795,8.276309564,8.276309564,2819.5,2819.5,470.5,470.5,2740.98599,2740.98599,2779.965827,2779.965827,2858.48745,2858.48745,bor
TaC,mp-1086,3.618377617,608.15,4153.15,3880.0,8.775704895,312.3726672,205.3146693,-0.57593974,-11.11821329,14.23428097,24.0902461,96.47929,96.47929,84.46859,84.46859,22.52618881,22.52618881,46.61878058,46.61878058,128.2310263,128.2310263,1.075,1.075,0.375,0.375,0.944186047,0.944186047,1.007472084,1.007472084,1.138529754,1.138529754,39.5,39.5,33.5,33.5,11.08860759,11.08860759,20.92844954,20.92844954,51.79285665,51.79285665,4.0,4.0,2.0,2.0,3.0,3.0,3.464101615,3.464101615,4.472135955,4.472135955,9.5,9.5,4.5,4.5,7.368421053,7.368421053,8.366600265,8.366600265,10.51189802,10.51189802,2.025,2.025,0.525,0.525,1.888888889,1.888888889,1.955760722,1.955760722,2.091948852,2.091948852,8.07,8.07,2.78,2.78,7.112329616,7.112329616,7.576047782,7.576047782,8.53541446,8.53541446,3545.0,3545.0,255.0,255.0,3526.657264,3526.657264,3535.816737,3535.816737,3554.159535,3554.159535,carb_gr
TaSi2,mp-11192,3.393250458,251.8166667,2473.15,2200.0,6.354171538,172.7414734,97.97613616,-0.478696248,-8.046882444,8.940924456,3.921056085,104.51669,79.03962667,76.43119,41.59229333,48.62392488,39.0942761,71.28822963,52.26038518,129.4815249,106.9575085,1.275,1.216666667,0.175,0.25,1.250980392,1.19625,1.262933094,1.206103166,1.286953768,1.227802916,43.5,33.66666667,29.5,15.0,23.49425287,19.1625,31.96873473,24.2768859,52.5594901,43.66921112,4.5,4.0,1.5,0.0,4.0,3.6,4.242640687,3.77976315,4.74341649,4.242640687,9.5,11.0,4.5,7.666666667,7.368421053,8.75,8.366600265,9.932883884,10.51189802,11.78982612,1.7,1.766666667,0.2,0.766666667,1.676470588,1.744897959,1.688194302,1.756033595,1.711724277,1.776701063,11.455,11.65666667,0.605,4.423333333,11.4230467,11.62775474,11.4390122,11.64237145,11.47096552,11.67061409,2488.5,2221.333333,801.5,28.0,2230.351617,2014.115157,2355.892612,2107.699477,2614.389891,2346.347374,carb_gr
ThC,mp-1164,3.466593321,-29.35,2928.15,2655.0,7.590863085,176.6505,77.54278565,-0.276161105,-8.59647514,10.55853393,32.33661538,122.02438,122.02438,110.01368,110.01368,22.83920252,22.83920252,52.79147211,52.79147211,164.2953411,164.2953411,1.25,1.25,0.55,0.55,1.008,1.008,1.122497216,1.122497216,1.365650028,1.365650028,48.0,48.0,42.0,42.0,11.25,11.25,23.23790008,23.23790008,63.78087488,63.78087488,5.5,5.5,3.5,3.5,3.272727273,3.272727273,4.242640687,4.242640687,6.519202405,6.519202405,9.0,9.0,5.0,5.0,6.222222222,6.222222222,7.483314774,7.483314774,10.29563014,10.29563014,1.925,1.925,0.625,0.625,1.722077922,1.722077922,1.820714146,1.820714146,2.023919465,2.023919465,12.545,12.545,7.255,7.255,8.349302511,8.349302511,10.23435391,10.23435391,14.4917925,14.4917925,2957.5,2957.5,842.5,842.5,2717.497887,2717.497887,2834.960317,2834.960317,3075.160565,3075.160565,carb_gr
ThN,mp-834,3.490400981,2004.125,3093.15,2820.0,7.515708985,211.3318609,82.04705981,-1.764032861,-9.44719808,11.78644123,53.08815576,123.02238,123.02238,109.01568,109.01568,26.41866866,26.41866866,57.00953863,57.00953863,164.3743425,164.3743425,1.225,1.225,0.575,0.575,0.955102041,0.955102041,1.081665383,1.081665383,1.35323686,1.35323686,48.5,48.5,41.5,41.5,12.98969072,12.98969072,25.0998008,25.0998008,63.83181025,63.83181025,5.5,5.5,3.5,3.5,3.272727273,3.272727273,4.242640687,4.242640687,6.519202405,6.519202405,9.5,9.5,5.5,5.5,6.315789474,6.315789474,7.745966692,7.745966692,10.9772492,10.9772492,2.17,2.17,0.87,0.87,1.821198157,1.821198157,1.987963782,1.987963782,2.337905045,2.337905045,16.67,16.67,3.13,3.13,16.08230354,16.08230354,16.3735152,16.3735152,16.96130302,16.96130302,1089.025,1089.025,1025.975,1025.975,122.4496683,122.4496683,365.1722196,365.1722196,1496.195225,1496.195225,nitr_gr
Ti5Si3,mp-2108,3.380780879,557.4,2403.15,2130.0,6.052236866,138.737553,84.40110964,-0.771028626,-7.739208147,4.347039406,3.188074308,37.97625,40.4489375,9.89075,19.3848125,35.40024696,37.86573892,36.6656328,39.19254277,39.24312041,41.56716609,1.25,1.2875,0.15,0.4625,1.232,1.270103093,1.240967365,1.27894621,1.258967831,1.295665852,18.0,19.0,4.0,8.5,17.11111111,18.11764706,17.54992877,18.57001219,18.43908891,19.39071943,3.5,3.625,0.5,1.375,3.428571429,3.555555556,3.464101615,3.590938482,3.535533906,3.65718471,9.0,7.75,5.0,2.75,6.222222222,5.463414634,7.483314774,6.398608049,10.29563014,9.137833441,1.72,1.675,0.18,0.25,1.701162791,1.657790368,1.710555465,1.666222715,1.729392957,1.684042755,11.35,11.1725,0.71,2.1275,11.3055859,11.13150293,11.32777118,11.15176882,11.37218537,11.19362988,1814.0,1845.75,127.0,580.5,1805.1086,1837.265816,1809.548839,1841.552547,1818.440266,1849.841615,carb_gr
TiB2,mp-1145,3.544458734,1290.15,3503.15,3230.0,7.22666541,258.3651045,214.0686465,-1.055522112,-8.140133487,4.487425163,6.058693719,29.339,23.163,18.528,8.748333333,17.63830182,14.57103018,22.74840955,17.7523553,34.69962111,29.01152145,1.125,1.033333333,0.275,0.1,1.057777778,0.978082192,1.090871211,1.003818732,1.158123482,1.065363788,13.5,10.66666667,8.5,4.0,8.148148148,6.734693878,10.48808848,8.193212706,15.95305613,13.34166406,3.0,2.666666667,1.0,0.0,2.666666667,2.4,2.828427125,2.5198421,3.16227766,2.828427125,8.5,10.0,4.5,7.333333333,6.117647059,7.428571429,7.211102551,8.776382955,9.617692031,10.86278049,1.79,1.873333333,0.25,0.846666667,1.755083799,1.84078125,1.772455923,1.857492285,1.807373785,1.888103105,7.515,6.473333333,3.125,0.62,6.215515635,5.458854694,6.834442186,5.896897191,8.138848199,7.112285146,2145.0,2213.0,204.0,919.0,2125.598601,2195.189697,2135.277265,2204.265261,2154.678862,2221.342162,bor
TiN,mp-492,3.505577277,2201.125,3203.15,2930.0,7.17396273,256.8852748,161.0453411,-1.907680756,-9.83144327,5.340297483,43.02171753,30.93685,30.93685,16.93015,16.93015,21.67184794,21.67184794,25.89321743,25.89321743,35.26639572,35.26639572,1.025,1.025,0.375,0.375,0.887804878,0.887804878,0.953939201,0.953939201,1.091443998,1.091443998,14.5,14.5,7.5,7.5,10.62068966,10.62068966,12.40967365,12.40967365,16.32482772,16.32482772,3.0,3.0,1.0,1.0,2.666666667,2.666666667,2.828427125,2.828427125,3.16227766,3.16227766,9.5,9.5,5.5,5.5,6.315789474,6.315789474,7.745966692,7.745966692,10.9772492,10.9772492,2.29,2.29,0.75,0.75,2.044366812,2.044366812,2.163700534,2.163700534,2.409688777,2.409688777,12.09,12.09,1.45,1.45,11.91609595,11.91609595,12.00273302,12.00273302,12.17664157,12.17664157,1002.025,1002.025,938.975,938.975,122.1327312,122.1327312,349.8286009,349.8286009,1373.218173,1373.218173,nitr_gr
TlBr,mp-568560,2.87688148,331.75,753.15,480.0,2.614102065,21.74620023,7.949779588,-0.884221985,-2.883511715,6.055751177,36.16700715,142.14365,142.14365,62.23965,62.23965,114.8911204,114.8911204,127.7929701,127.7929701,155.1727788,155.1727788,1.525,1.525,0.375,0.375,1.432786885,1.432786885,1.47817455,1.47817455,1.570429877,1.570429877,58.0,58.0,23.0,23.0,48.87931034,48.87931034,53.24471805,53.24471805,62.39390996,62.39390996,5.0,5.0,1.0,1.0,4.8,4.8,4.898979486,4.898979486,5.099019514,5.099019514,15.0,15.0,2.0,2.0,14.73333333,14.73333333,14.86606875,14.86606875,15.13274595,15.13274595,2.29,2.29,0.67,0.67,2.093973799,2.093973799,2.189794511,2.189794511,2.386000838,2.386000838,18.5,18.5,1.28,1.28,18.41143784,18.41143784,18.4556658,18.4556658,18.54422821,18.54422821,421.4,421.4,155.6,155.6,363.94542,363.94542,391.6204795,391.6204795,449.2096615,449.2096615,hal
TlCl,mp-569639,2.847047981,328.85,703.15,430.0,2.834388295,25.44947943,7.835379718,-1.314832277,-3.122584225,5.7166201,44.72779357,119.91815,119.91815,84.46515,84.46515,60.42455737,60.42455737,85.12344645,85.12344645,146.6789837,146.6789837,1.45,1.45,0.45,0.45,1.310344828,1.310344828,1.378404875,1.378404875,1.518222645,1.518222645,49.0,49.0,32.0,32.0,28.10204082,28.10204082,37.10795063,37.10795063,58.52349955,58.52349955,4.5,4.5,1.5,1.5,4.0,4.0,4.242640687,4.242640687,4.74341649,4.74341649,15.0,15.0,2.0,2.0,14.73333333,14.73333333,14.86606875,14.86606875,15.13274595,15.13274595,2.39,2.39,0.77,0.77,2.141924686,2.141924686,2.262564916,2.262564916,2.510975906,2.510975906,17.305,17.305,0.085,0.085,17.30458249,17.30458249,17.30479124,17.30479124,17.30520875,17.30520875,374.3,374.3,202.7,202.7,264.5289874,264.5289874,314.6636299,314.6636299,425.6615792,425.6615792,hal
